id,age,sex,marits,canton,region,nationality,mother_tongue,educ,insured_earn,lastj_occpt,lastj_fct,lastj_rate,child_subsidies,unempl_r,gdp_gr,treat,date_start,date_end,contr_2y
25679,39.833332,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4563,food & agriculture,Specialist role,100,0,1.9,-.89851999,0,14mar2011,31mar2011,14
25698,37.75,Male,Married,NE,Mittelland,Swiss,French,,6555,"production (blue collar, incl cars)",Specialist role,100,0,4.6999998,8.0723896,,12apr2011,30jun2011,16
25698,41.666668,Male,Married,NE,Mittelland,Swiss,French,,5950.8125,"production (blue collar, incl cars)",Specialist role,88.694229,0,5,3.2692299,,29mar2015,21jun2015,16
25712,57.75,Male,Married,ZG,Central Switzerland,Swiss,Other,School,6631,"production (blue collar, incl cars)",Specialist role,100,0,1.9,-.89851999,0,15nov2011,18oct2012,18
25712,61.25,Male,Married,ZG,Central Switzerland,Swiss,Other,School,4987.4546,"production (blue collar, incl cars)",Specialist role,100,0,2.0999999,1.32221,1,01may2015,05mar2016,16
25719,21.333334,Male,Unmarried,AG,North-Western Switzerland,Swiss,Other,,1802,gastronomy,Studying or other,100,0,2.5999999,.75863999,,02aug2011,31aug2011,0
25719,25.166666,Male,Unmarried,AG,North-Western Switzerland,Swiss,Other,,3401.3606,gastronomy,Studying or other,74.300461,0,1.8,1.26635,,11jun2015,05aug2015,0
25732,19.5,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1050,construction,Studying or other,100,0,2,1.24907,0,01aug2011,07may2012,8
25732,23.833334,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,0,construction,Studying or other,99.936371,0,3.5,.48105001,0,22dec2015,20oct2016,7
25736,38.75,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5958,sales,Specialist role,100,1,1.9,-.89851999,0,01feb2011,31may2011,0
25736,42.75,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,7327.2236,sales,Specialist role,92.092514,1,2.0999999,1.32221,0,21feb2015,29jun2015,0
25737,41.083332,Male,Married,AG,North-Western Switzerland,Swiss,German,University,8319.3154,informatics,Specialist role,100,1,1.8,1.26635,0,16oct2015,13feb2016,17
25737,36.75,Male,Married,AG,North-Western Switzerland,Swiss,German,University,9250,informatics,Specialist role,100,1,2.5999999,.75863999,0,01jun2011,30jun2011,17
25748,44.166668,Male,Married,LU,Central Switzerland,Swiss,German,University,10500,"banking, trust & insurance",Specialist role,100,1,1.8,.60433,0,01dec2011,07oct2012,19
25748,48.083332,Male,Married,LU,Central Switzerland,Swiss,German,University,10500,"banking, trust & insurance",Managerial role,85.669205,1,1.9,1.14118,7,06nov2015,22aug2016,18
25770,30.833334,Male,Married,GE,Lake Geneva,Swiss,Other,School,3908.8223,management & hr,,68.9636,0,5.0999999,-1.26754,0,18jun2015,19jan2017,6
25771,26.083334,Male,Unmarried,ZG,Central Switzerland,Swiss,Italian,School,3169.6414,construction,,100,0,2.0999999,1.32221,0,28dec2015,01jul2016,6
25774,58,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4806.1899,food & agriculture,Specialist role,100,0,1,2.3784001,1,22dec2015,14may2016,15
25774,53.75,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4676,food & agriculture,Specialist role,100,0,1.2,3.71275,0,01sep2011,10feb2012,16
25778,28.666666,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3003.1011,"production (blue collar, incl cars)",Specialist role,100,0,2.5,1.86443,0,07sep2015,18mar2016,13
25778,24.166666,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2756,"production (blue collar, incl cars)",Specialist role,98.970001,0,3.7,4.2624898,0,22mar2011,31aug2011,14
25781,30.083334,Male,Married,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,3595.3486,sales,Specialist role,100,0,1.6,.00288,0,21mar2015,21aug2015,15
25781,26.083334,Male,Married,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,3447,sales,Specialist role,100,0,1.5,2.2160599,0,28mar2011,25jul2011,15
25786,52.833332,Male,Married,AG,North-Western Switzerland,Swiss,German,University,10500,management & hr,Managerial role,66.645851,0,1.8,1.26635,5,02apr2015,26nov2015,19
25786,49.5,Male,Married,AG,North-Western Switzerland,Swiss,German,University,10500,management & hr,Managerial role,100,0,2.5999999,.75863999,0,09dec2011,13apr2012,19
25810,25.833334,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,4463,gastronomy,Specialist role,100,0,4.6999998,8.0723896,0,11nov2011,25may2012,7
25810,29.25,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,4051.3877,social occupations,Specialist role,77.856056,0,5,3.2692299,0,04apr2015,22oct2015,6
25817,28.833334,Male,Unmarried,ZG,Central Switzerland,Swiss,German,University,1755,science & arts,Specialist role,24.52,0,1.9,-.89851999,0,12sep2011,03jun2012,18
25817,33,Male,Unmarried,ZG,Central Switzerland,Swiss,German,University,952.65753,science & arts,Specialist role,10,0,2.0999999,1.32221,0,19nov2015,20aug2016,17
25826,53.25,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,4003.4983,"banking, trust & insurance",,100,0,3.5,.48105001,1,15jul2015,19apr2016,19
25826,49.5,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,4550,"banking, trust & insurance",,100,0,2,1.24907,0,03oct2011,31jul2012,20
25837,42.5,Male,Married,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,4569,construction,,100,0,4.4000001,1.8381799,0,07dec2011,23dec2011,23
25837,46,Male,Married,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,5293.9824,construction,,100,0,3.9000001,1.27924,1,30jun2015,03aug2015,23
25847,24.583334,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,5071,office & admin,Specialist role,100,0,4.6999998,8.0723896,0,04may2011,30jun2012,10
25847,28.75,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,6483.6938,office & admin,Specialist role,90.705673,0,5,3.2692299,0,12jul2015,29sep2016,9
25848,49.916668,Male,Married,ZG,Central Switzerland,Swiss,Other,University,9050.5166,office & admin,Managerial role,83.338379,1,2.0999999,1.32221,4,12aug2015,30may2016,0
25848,46.25,Male,Married,ZG,Central Switzerland,Swiss,Other,University,10500,office & admin,Managerial role,100,1,1.9,-.89851999,0,01dec2011,30sep2012,0
25855,52.833332,Male,Unmarried,SH,Oriental Switzerland,Swiss,English,Apprenticeship or matura,7403.0938,"tourism,transport,communication",,91.732437,0,1.5,-.37757999,2,27sep2015,05dec2016,16
25855,48.75,Male,Unmarried,SH,Oriental Switzerland,Swiss,English,Apprenticeship or matura,7091,"tourism,transport,communication",,100,0,1.4,1.1989501,0,01aug2011,12aug2012,18
25864,42.5,Male,Unmarried,SZ,Central Switzerland,Swiss,German,University,8017,management & hr,Managerial role,100,0,2.4000001,-1.18426,0,03mar2011,07oct2011,14
25864,46.5,Male,Unmarried,SZ,Central Switzerland,Swiss,German,University,7294.1489,management & hr,Managerial role,100,0,2.2,1.87919,3,03mar2015,08oct2015,13
25865,20.666666,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1102,health,Specialist role,100,0,2.7,1.57066,0,02sep2011,31jul2012,10
25865,24.583334,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,710.06616,health,Specialist role,100,0,2.3,1.1521699,0,26aug2015,14aug2016,9
25875,47.916668,Male,Married,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5092,food & agriculture,Specialist role,88.809998,1,2.7,1.57066,0,01dec2011,15apr2012,1
25875,51.5,Male,Married,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4273.3242,food & agriculture,Specialist role,91.449577,1,2.3,1.1521699,1,31jul2015,05dec2015,0
25879,53.083332,Male,Unmarried,OW,Central Switzerland,Swiss,Other,Apprenticeship or matura,5572,"production (blue collar, incl cars)",Specialist role,100,0,.80000001,.30241999,0,07apr2011,31aug2011,16
25879,56.916668,Male,Unmarried,OW,Central Switzerland,Swiss,Other,Apprenticeship or matura,4656.8193,"production (blue collar, incl cars)",Specialist role,100,0,.80000001,1.42932,1,25feb2015,09aug2015,16
25881,25.583334,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,6245,informatics,,97.010002,0,2,1.24907,0,01jul2011,01may2012,12
25881,29.583334,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,6430.1523,informatics,,100,0,3.5,.48105001,0,02jul2015,16may2016,11
25883,44.166668,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,9910.5156,"banking, trust & insurance",Managerial role,100,1,2.5,1.86443,0,30oct2015,02jan2017,10
25883,39.916668,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,10500,"banking, trust & insurance",Managerial role,100,1,3.7,4.2624898,0,01jul2011,31jul2012,12
25934,51.833332,Male,Unmarried,FR,Mittelland,Swiss,French,Apprenticeship or matura,10500,science & arts,Specialist role,41.143051,0,2.7,.39523,5,03nov2015,02nov2017,24
25934,47.25,Male,Married,FR,Mittelland,Swiss,French,Apprenticeship or matura,3857,science & arts,Specialist role,60,0,2.0999999,.53127998,0,01apr2011,31mar2013,16
25951,61.25,Male,Unmarried,OW,Central Switzerland,Swiss,Other,Apprenticeship or matura,5600,construction,Specialist role,100,0,.80000001,.30241999,0,03apr2011,25apr2011,21
25955,27.416666,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3022.0605,sales,Specialist role,97.535004,0,3.5,.48105001,0,28mar2015,05aug2015,18
25955,23.916666,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3931,sales,Specialist role,100,0,2,1.24907,0,01sep2011,31dec2011,18
25968,28,Male,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,5008,construction,Specialist role,87.449997,0,1.4,1.1989501,0,05jan2011,06apr2011,0
25968,32.583332,Male,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,6077.145,construction,Specialist role,100,1,1.5,-.37757999,0,02aug2015,07nov2015,0
25986,18.833334,Male,Unmarried,ZG,Central Switzerland,Swiss,German,School,1107,others (skilled),Studying or other,100,0,1.9,-.89851999,0,22aug2011,19aug2012,2
25986,23.166666,Male,Unmarried,ZG,Central Switzerland,Swiss,German,School,2026.9059,others (skilled),Studying or other,82.541161,0,2.0999999,1.32221,0,26dec2015,16feb2017,0
25991,22.166666,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,10500,others (skilled),Specialist role,100,0,1.9,-.89851999,0,02may2011,01sep2011,16
25991,26.5,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,10500,others (skilled),Specialist role,100,0,2.0999999,1.32221,0,22sep2015,09feb2016,16
26005,31.333334,Male,Unmarried,ZG,Central Switzerland,Swiss,German,University,6510.7222,"banking, trust & insurance",Specialist role,100,0,2.0999999,1.32221,0,03nov2015,28may2016,0
26005,27.25,Male,Unmarried,ZG,Central Switzerland,Swiss,German,University,5620,"banking, trust & insurance",Specialist role,100,0,1.9,-.89851999,0,17oct2011,29apr2012,0
26011,21,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1462,sales,Specialist role,100,0,2,1.24907,0,06sep2011,13may2012,15
26011,24.333334,Male,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3063.1338,sales,Specialist role,87.011955,0,3.5,.48105001,0,04jan2015,20sep2015,14
26014,35.75,Male,Married,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,5100,construction,Specialist role,100,0,2,1.83551,0,01jan2011,01feb2011,0
26033,27.75,Male,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4888,sales,Specialist role,100,0,2,1.24907,0,01jul2011,30nov2011,14
26033,31.333334,Male,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,5510.7495,sales,Specialist role,100,0,3.5,.48105001,0,02feb2015,18jul2015,13
26042,58.25,Male,Married,VD,Lake Geneva,Swiss,French,School,7324.5825,"production (blue collar, incl cars)",Specialist role,100,0,3.9000001,1.27924,2,12dec2015,24apr2016,0
26042,54.25,Male,Married,VD,Lake Geneva,Swiss,French,School,6082,"production (blue collar, incl cars)",Specialist role,100,0,4.4000001,1.8381799,0,01dec2011,30apr2012,0
26046,31.583334,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5701.5581,gastronomy,Specialist role,89.171654,0,1.8,1.26635,0,12jun2015,22jan2016,15
26046,27.333334,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5909,"production (blue collar, incl cars)",Specialist role,100,0,2.5999999,.75863999,0,01mar2011,02sep2011,16
26059,51.666668,Male,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,2302.6633,health,Specialist role,100,0,.80000001,1.42932,1,08mar2015,13aug2015,2
26059,47.5,Male,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,2213,health,Specialist role,100,0,.80000001,.30241999,0,24jan2011,14jun2011,2
26070,23.333334,Male,Unmarried,SZ,Central Switzerland,Swiss,German,School,1643.5052,food & agriculture,Studying or other,89.878738,0,2.2,1.87919,0,05dec2015,07apr2016,6
26070,18.666666,Male,Unmarried,SZ,Central Switzerland,Swiss,German,School,1167,food & agriculture,Studying or other,100,0,2.4000001,-1.18426,0,01apr2011,13jun2011,6
26083,25,Male,Unmarried,AI,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2027.5885,gastronomy,Specialist role,100,0,2.8,-.75686997,0,04apr2015,10jun2015,1
26083,21,Male,Unmarried,AI,Oriental Switzerland,Swiss,German,Apprenticeship or matura,3939,gastronomy,Specialist role,100,0,1.4,1.8588901,0,11apr2011,30may2011,1
26089,22.75,Male,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,4228,office & admin,Specialist role,100,0,1.4,1.1989501,0,22feb2011,22may2012,14
26089,27.166666,Male,Unmarried,SH,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2035.4126,office & admin,Specialist role,100,0,1.5,-.37757999,0,17jul2015,30oct2016,13
26101,22.416666,Male,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,4702,security & law,Specialist role,100,0,2.4000001,-1.18426,0,31oct2011,31may2012,18
26101,26.166666,Male,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,4380.7461,security & law,Specialist role,95.716026,0,2.2,1.87919,0,10jul2015,11feb2016,17
26103,32.666668,Male,Unmarried,GE,Lake Geneva,Swiss,French,University,10500,gastronomy,Specialist role,100,0,5.0999999,-1.26754,0,05jan2015,13may2015,4
26103,28.916666,Male,Unmarried,GE,Lake Geneva,Swiss,French,University,10500,office & admin,Specialist role,100,0,5.5999999,-.25812,0,28apr2011,01aug2011,5
26117,54.5,Male,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,6252,"production (blue collar, incl cars)",Specialist role,100,0,4.4000001,1.8381799,0,19dec2011,30apr2012,0
26117,58.416668,Male,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,5789.0039,"production (blue collar, incl cars)",Specialist role,100,0,3.9000001,1.27924,1,21nov2015,16mar2016,0
26119,54.916668,Male,Married,UR,Central Switzerland,Swiss,Other,School,4909.519,gastronomy,,85.222031,0,1,2.3784001,1,07nov2015,15jan2016,8
26121,28.833334,Male,Married,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,6393.1064,sales,Specialist role,100,0,1.6,.00288,0,17dec2015,25jun2016,3
26121,24.25,Male,Unmarried,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,4442,sales,Specialist role,100,0,1.5,2.2160599,0,19may2011,02nov2011,4
26122,49.416668,Male,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,2490.3496,sales,Specialist role,94.585884,0,3.5,-.23394001,1,09feb2015,27may2015,5
26142,44.75,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,8388.959,sales,Specialist role,100,0,2.0999999,1.32221,0,17jan2015,13nov2015,0
26142,41.583332,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,10500,sales,Managerial role,100,0,1.9,-.89851999,0,02nov2011,30jun2012,0
26148,23.083334,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3790,construction,Specialist role,100,0,2,1.24907,0,10feb2011,30jun2011,11
26148,27.833334,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,5324.3701,"tourism,transport,communication",Managerial role,100,0,3.5,.48105001,0,30nov2015,08may2016,11
26149,40,Male,Married,SH,Oriental Switzerland,Swiss,German,,4004.7844,"engineers, technicians",Specialist role,100,0,1.5,-.37757999,,24mar2015,07sep2015,7
26149,36,Male,Unmarried,SH,Oriental Switzerland,Swiss,German,,3320,"engineers, technicians",Specialist role,100,0,1.4,1.1989501,,21mar2011,17jul2011,8
26162,37.416668,Male,Married,VD,Lake Geneva,Swiss,French,University,6243,informatics,Specialist role,95.720001,0,4.4000001,1.8381799,0,12apr2011,01oct2012,5
26162,41.333332,Male,Married,VD,Lake Geneva,Swiss,French,University,6953.5835,informatics,Specialist role,94.234856,0,3.9000001,1.27924,0,14mar2015,08sep2016,3
26168,27.583334,Male,Unmarried,FR,Mittelland,Swiss,French,University,3320,science & arts,Specialist role,100,0,2.0999999,.53127998,0,28apr2011,03oct2011,10
26168,32.083332,Male,Unmarried,FR,Mittelland,Swiss,French,University,3299.7163,science & arts,Specialist role,100,0,2.7,.39523,0,26oct2015,06apr2016,9
26185,31.083334,Male,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,4142.6777,sales,Specialist role,90.626663,1,2.2,1.87919,0,29dec2015,16feb2016,15
26185,26.333334,Male,Unmarried,SZ,Central Switzerland,Swiss,German,Apprenticeship or matura,5056,sales,Specialist role,100,0,2.4000001,-1.18426,0,15mar2011,30apr2011,16
26188,37.75,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,6561,sales,Specialist role,100,0,1.9,-.89851999,0,05dec2011,31mar2012,16
26188,41.666668,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5885.8916,sales,Specialist role,100,0,2.0999999,1.32221,0,10nov2015,28apr2016,15
26191,46.416668,Male,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4767,gastronomy,,100,0,2,1.24907,0,07oct2011,01may2012,5
26191,50.333332,Male,Married,BE,Mittelland,Swiss,Other,Apprenticeship or matura,4487.6743,gastronomy,,100,1,3.5,.48105001,1,08sep2015,09mar2016,4
26192,38.833332,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4875,"production (blue collar, incl cars)",,100,0,1.9,-.89851999,0,29mar2011,31may2011,15
26192,42.916668,Male,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,4548.0894,"production (blue collar, incl cars)",,81.243042,0,2.0999999,1.32221,0,01apr2015,22jun2015,15
26196,52.833332,Male,Unmarried,UR,Central Switzerland,Swiss,French,University,2478,social occupations,Specialist role,50,0,1.2,3.71275,0,01apr2011,31dec2012,11
26196,57.083332,Male,Unmarried,UR,Central Switzerland,Swiss,French,University,1967.5142,social occupations,Specialist role,38.029877,0,1,2.3784001,1,05jul2015,03oct2016,9
26213,24.416666,Male,Unmarried,GR,Oriental Switzerland,Swiss,German,Apprenticeship or matura,7521,construction,Managerial role,100,0,1.5,2.2160599,0,09dec2011,16mar2012,5
26222,63.833332,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,8728.4033,"production (blue collar, incl cars)",Specialist role,100,0,3.5,.48105001,4,03jun2015,05dec2015,19
26222,60,Male,Married,BE,Mittelland,Swiss,German,Apprenticeship or matura,8280,"production (blue collar, incl cars)",Specialist role,100,0,2,1.24907,0,01aug2011,31dec2011,19
26225,47.833332,Male,Married,GL,Oriental Switzerland,Swiss,German,Apprenticeship or matura,10454.412,sales,Specialist role,100,0,2,.20322999,7,02dec2015,11sep2017,13
26225,43.166668,Male,Unmarried,GL,Oriental Switzerland,Swiss,German,Apprenticeship or matura,9598,sales,Specialist role,100,0,1.9,1.89253,0,26apr2011,31dec2012,15
26229,49,Male,Unmarried,VD,Lake Geneva,Swiss,French,University,4385.4336,management & hr,Specialist role,70.923119,1,3.9000001,1.27924,1,15aug2015,27jan2016,19
26229,44.416668,Male,Married,VD,Lake Geneva,Swiss,French,University,5392,management & hr,Specialist role,60,1,4.4000001,1.8381799,0,01jan2011,11jul2011,20
26234,23.833334,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3519.4941,construction,Specialist role,100,0,1.8,1.26635,0,11feb2015,13apr2015,12
26234,20.666666,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4700,construction,Specialist role,94,0,2.5999999,.75863999,0,24dec2011,31jan2012,12
26273,24.833334,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,584.36414,office & admin,Specialist role,78.859734,0,1,2.3784001,0,13may2015,31jul2015,9
26273,21.166666,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,1709,office & admin,Specialist role,72.190002,0,1.2,3.71275,0,27sep2011,30nov2011,9
26279,46.25,Male,Married,BE,Mittelland,Swiss,German,University,10500,office & admin,,82.778854,0,3.5,.48105001,7,18jan2015,20nov2015,6
26279,42.75,Male,Married,BE,Mittelland,Swiss,German,University,10500,office & admin,Self-employed,100,0,2,1.24907,0,25jul2011,31jan2012,6
26280,47.5,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,6414,food & agriculture,Specialist role,97,0,1.9,-.89851999,0,01jul2011,14nov2011,16
26280,51.333332,Male,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,7804.3003,food & agriculture,Specialist role,100,0,2.0999999,1.32221,3,27may2015,23oct2015,16
26295,54.25,Male,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,6347.8887,construction,Managerial role,100,1,3.5,-.23394001,2,13jul2015,16dec2016,0
26295,50.25,Male,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,5844,construction,Managerial role,100,0,2,1.83551,0,01jul2011,02may2013,0
26300,28.75,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,3840.9011,others (skilled),Specialist role,100,0,1,2.3784001,0,22jul2015,04dec2015,10
26300,24.25,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,2756,others (skilled),Studying or other,100,0,1.2,3.71275,0,05jan2011,28apr2011,10
26307,27.083334,Male,Unmarried,JU,Mittelland,Swiss,French,Apprenticeship or matura,2719.2188,sales,Specialist role,77.199646,0,3.8,-2.1424899,0,28oct2015,16oct2016,11
26307,22.75,Male,Unmarried,JU,Mittelland,Swiss,French,Apprenticeship or matura,3001,sales,Specialist role,81.349998,0,3.4000001,3.69205,0,01jun2011,14may2012,12
26310,29.75,Male,Unmarried,TG,Oriental Switzerland,Swiss,German,Apprenticeship or matura,2756,sales,Specialist role,100,0,2,1.83551,0,17may2011,16may2013,24
26310,34.166668,Male,Unmarried,TG,Oriental Switzerland,Swiss,German,Apprenticeship or matura,3647.8145,sales,Specialist role,99.046486,0,3.5,-.23394001,0,03oct2015,02oct2017,20
26316,42.666668,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4850,"marketing, pr & print",Specialist role,100,0,1.2,3.71275,0,01aug2011,01jun2012,18
26316,46.666668,Male,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4526.3418,"marketing, pr & print",Managerial role,100,0,1,2.3784001,1,26aug2015,30apr2016,17
26328,23.75,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,4550,sales,Specialist role,100,0,2,1.24907,0,01aug2011,31oct2011,18
26328,27.25,Male,Unmarried,BE,Mittelland,Swiss,German,Apprenticeship or matura,3019.7827,sales,Specialist role,100,0,3.5,.48105001,0,18feb2015,22jun2015,17
26330,44.166668,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,University,10500,sales,Specialist role,100,1,2.7,1.57066,0,05jul2011,30sep2011,10
26330,48.25,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,University,10500,sales,Specialist role,70.141945,0,2.3,1.1521699,0,29aug2015,11dec2015,10
26332,24.75,Male,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,3918,gastronomy,Specialist role,100,0,2,1.83551,0,06jun2011,31jul2011,17
26332,28.416666,Male,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,2587.9685,gastronomy,Specialist role,96.813232,0,3.5,-.23394001,0,11feb2015,15apr2015,17
26359,26.083334,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1931.7528,"production (blue collar, incl cars)",Specialist role,100,0,1.8,1.26635,0,01jun2015,20aug2015,17
26359,22.25,Male,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2383,"production (blue collar, incl cars)",Specialist role,99.360001,0,2.5999999,.75863999,0,15aug2011,30sep2011,18
26385,25.083334,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2423.3257,gastronomy,Specialist role,100,1,2.5,1.86443,0,14mar2015,12may2015,14
26385,21.25,Male,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3324,gastronomy,Specialist role,100,0,3.7,4.2624898,0,10may2011,03jul2011,14
26388,32.083332,Male,Unmarried,FR,Mittelland,Swiss,French,University,4868,others (skilled),Specialist role,100,0,2.0999999,.53127998,0,02may2011,01dec2011,16
26388,36.416668,Male,Unmarried,FR,Mittelland,Swiss,French,University,3764.3689,construction,Specialist role,100,0,2.7,.39523,0,29sep2015,08may2016,16
26403,32.666668,Male,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,4872,others (skilled),,100,0,.80000001,.30241999,0,04jan2011,09sep2011,15
26403,37.583332,Male,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,5746.4302,others (skilled),,92.671585,0,.80000001,1.42932,0,09dec2015,22aug2016,14
26404,25.666666,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,5767.8398,"production (blue collar, incl cars)",Specialist role,74.558388,0,5,3.2692299,0,21jan2015,10mar2015,17
26404,22.5,Male,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,4659,"production (blue collar, incl cars)",Specialist role,100,0,4.6999998,8.0723896,0,28nov2011,08jan2012,17
26408,42.833332,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,7588.9258,chemistry,Specialist role,100,0,2.3,1.1521699,0,08apr2015,15oct2015,4
26408,39.416668,Male,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,6575,chemistry,Specialist role,100,0,2.7,1.57066,0,01nov2011,31mar2012,5
26411,47.416668,Male,Married,ZG,Central Switzerland,Swiss,Other,University,4983,gastronomy,Managerial role,100,0,1.9,-.89851999,0,01aug2011,01feb2012,19
26411,51.5,Male,Married,ZG,Central Switzerland,Swiss,Other,University,4367.7422,"banking, trust & insurance",Managerial role,88.049774,0,2.0999999,1.32221,1,17sep2015,14mar2016,19
